p,rate,pktsz,lat_median,lat_99th,mean_tput
0.1,10,1518,4714952.0,9938800.0,9.916250545454545
0.1,100,64,529614526.5,806314820.91,1.560588
0.1,100,256,85196702.5,2359986279.5799713,8.180020727272726
0.1,100,512,61368600.5,2191116010.2799997,19.242572000000003
0.1,100,1518,9945303.0,17882228.939999994,97.68038981818182
0.25,0.1,64,2414446.5,13822119.28,0.09321345454545454
0.25,0.1,256,3238815.5,15938450.339999989,0.08340945454545455
0.25,0.1,512,4855341.5,16184697.270000001,0.07161963636363636
0.25,0.1,1518,5221550.0,14541299.299999999,0.14143781818181816
0.25,1,64,2289283.5,15922857.81999997,0.9593694545454545
0.25,1,256,3072716.0,16077624.859999979,0.9295454545454545
0.25,1,512,4529079.0,16283691.64,0.9533767272727272
0.25,1,1518,5324765.0,15806378.350000001,1.05984
0.25,10,64,2012703.0,995375961.72001,7.825047272727273
0.25,10,256,3249254.0,20685103.740000024,9.284421818181817
0.25,10,512,4553666.0,18097325.96,9.609960727272728
0.25,10,1518,5195610.5,14932481.330000002,9.916128
0.25,100,64,594205387.5,871844086.93,1.6266858181818182
0.25,100,256,88585405.0,1838291144.1,8.055747636363638
0.25,100,512,61529981.0,1602366951.5999992,18.960818545454543
0.25,100,1518,9345318.0,672305460.2400001,87.14890436363636
0.5,0.1,64,3198916.0,23809740.479999997,0.09333927272727273
0.5,0.1,256,3846349.0,23122488.4,0.08365781818181818
0.5,0.1,512,5115167.0,26408763.92,0.07161636363636363
0.5,0.1,1518,6781490.0,25232440.659999996,0.14143454545454545
0.5,1,64,3059078.0,25384298.699999977,0.9606981818181818
0.5,1,256,3493167.0,30441966.25,0.9294196363636363
0.5,1,512,4773640.0,24754915.120000005,0.953250909090909
0.5,1,1518,6685370.0,25284954.72,1.05984
0.5,10,64,1658226.0,1431335569.4399998,5.559657090909091
0.5,10,256,3016718.0,459790985.90000004,7.908846909090909
0.5,10,512,4871086.5,27020742.349999998,9.628701454545453
0.5,10,1518,6396885.0,25284279.4,9.880922545454546
0.5,100,64,646557174.0,1182286492.5999982,1.6144352727272726
0.5,100,256,100547367.0,1326164658.06,7.272634181818182
0.5,100,512,76095816.0,1550708018.100001,18.484130909090908
0.5,100,1518,8401005.0,513925321.4,63.705341818181815
1,0.1,64,35474185.0,38636384.54,0.09321345454545454
1,0.1,256,32958158.0,38324659.0,0.08353527272727274
1,0.1,512,36531071.0,40841193.2,0.07161963636363636
1,0.1,1518,36007337.0,42204885.36,0.10610981818181818
1,1,64,35826622.0,256719668.28,0.960824
1,1,256,35721961.0,70491090.24000002,0.9295454545454545
1,1,512,36659540.0,40656401.699999996,0.9533767272727272
1,1,1518,35873269.5,42943117.72,1.0599658181818183
1,10,64,136094597.5,2145446791.6599996,0.9700363636363636
1,10,256,119956917.0,190330186.9999999,3.406475636363636
1,10,512,112493345.0,164781391.9200001,6.804014545454546
1,10,1518,32095227.0,42788531.39999999,9.8808
1,100,64,595327879.0,861732922.4599999,0.8631563636363637
1,100,256,454752147.5,3640634663.09,1.4068225454545455
1,100,512,401821843.0,602653282.28,4.861269454545455
1,100,1518,156825385.0,207590630.6,16.519952363636364
